,フェイクニュースURL,フェイクニュースの媒体,フェイクニュース本文,フェイクニュース作成日付,話題の分野,いいね数,RT（含む引用）,DBへのデータ登録日,フェイクニュースの発信国,評価記事のURL,評価記事の本文,評価記事の日付,判定,判定の根拠①,判定の根拠②,判定の根拠③,評価記事作成国
37,https://twitter.com/Iwanamishoten/status/1463326508068524035?s=20&t=qilqO-b7mu9COaqm2pZopA,Twitter,"アインシュタインが一般相対性理論の構想時に残した直筆のメモが、パリで競売に掛けられ、1160万ユーロ（約15億円）で落札されたそうです。20世紀を変えた54ページの歴史的文書に、天文学的な値がつきました。
完成稿は660円（電子書籍）でお読みいただけますよ。? http://iwnm.jp/339341",2021/11/24,暮らし,554,220,2020/10/4,日本,https://infact.press/2021/12/post-14953/,アインシュタインが一般相対性理論の構想時に残した直筆のメモが約15億円で落札された。これに関して岩波書店がツイートで「 完成稿は（岩波文庫で）660円（電子書籍）で読めます」としたが、これは誤りだ。指摘を受けて岩波文庫は訂正した。,2021/12/24,誤り,"InFactが岩波書店に問い合わせを行ったところ、岩波書店から以下の回答があった。

「特殊相対性理論（1905年）発表時のメモと勘違いして岩波文庫『相対性理論』を紹介いたしましたが、正しくは一般相対性理論（1915年）発表時のメモでした。したがって、ツイート内容（（特殊相対性理論を収録した）岩波文庫で完成稿が読める）は正しくないことになります」

岩波書店はその後、速やかにTwitterにて訂正を出している。",https://twitter.com/Iwanamishoten/status/1470267998699425794?s=20&t=qilqO-b7mu9COaqm2pZopA,,日本
38,https://twitter.com/mk00350/status/1520575602784280576,Twitter,"2022年4月30日 日本改革党豊島支部政治活動（大塚駅）
「外国人留学生には学費・生活費・家賃・医療費・里帰り渡航費などを年間約380万円を返済不要でくれてやり、日本人学生には約450万円を貸し付けて600万円以上を取り立てる文科省外局の日本学生支援機構は、日本人学生を支援する気が全く無い」",2021/11/3,政治,9811,4794,2022/9/30,日本,https://infact.press/category/factcheck/,"外国人留学生への奨学金と比較し不公平だとする批判だが、この返済金額は「上限金利」で計算した場合とほぼ同額。実際の金利はこれよりも大幅に低く、誤りだ。
JASSO事務局も「そのような事実はありません」と否定している。
",,誤り,,,,日本
39,https://twitter.com/meshi/status/1455299675083345922?s=20&t=h4bOvoXwnkzSmhUgPUrMew,Twitter,え！？TOKYOワクションに約5800人も申請していることに衝撃…。 LINE友達追加はしたけれど、『LINE』に本人確認書類を登録するとか、怖過ぎてできないよ…。日本大丈夫か？？せめて、COCOA活用すれば良いのに。それでも私は本人確認書類登録まではしないだろうけど← #TOKYOワクション #COCOA,2021/11/2,暮らし,31,10,2022/10/4,日本,https://infact.press/2021/12/post-15030/,ワクチン接種証明を登録するアプリ『TOKYOワクション』について、「LINEに本人確認書類を登録」とする発信がツイッター上であった。これについてLINEは否定している。その説明を信じるだけの明確な根拠は無いが、少なくとも「LINEに本人確認書類を登録」と断定できる根拠は無い。,2021/12/30,根拠不明,"「本キャンペーンは、東京都が主催します。LINE株式会社が主催ではありません。 本キャンペーンは、LINE株式会社が提供する「LINEで応募」を利用しています。そのため、「LINEで応募」のサービス提供に必要な本キャンペーンへの参加状況等（アップロードいただいた「本人確認書類」「新型コロナワクチンの接種記録」は含みません。）をLINE株式会社が取得します。」

つまり、LINE「サービス提供に必要な本キャンペーンへの参加状況等をLINE株式会社が取得」するということだが、ツイートにある「本人確認書類」はそこに含まれない、つまりLINEが取得することは無いとなっている。",https://login.tokyo-vaction.jp/top/terms,,日本
40,https://twitter.com/ai_1124at_/status/1454678431992479744,Twitter,"なぜ今通達するんだ？？？？
予定終わりに駆け込み投票しようと思ってた人はどうなるの？？？？

確かにエリア的には運搬上仕方ないのかもしれないけど、なぜ今？？？

投票率あげたくないん？？？？なんなん？？？？(ブチギレ)",2021/10/31,政治,2396,1251,2022/9/30,日本,https://infact.press/2021/12/post-15010/,選挙の投票行動を促す「Go Vote Japan」の代表である辻愛紗子さんが、総選挙当日に報じられた開票所開閉時刻変更のニュースを引用リツイートし「なぜ今通達するんだ？？？？」などとツイートした。しかし、実際にはこの情報を総務省が公表したのは投票日の5日前だった。,2021/12/29,ミスリード,総務省の公表がツイート日である選挙の当日だったという印象を与えているが、実際には公職選挙法第40条に定められている選挙の5日前の10月26日であったため。,,,日本
41,https://twitter.com/kikko_no_blog/status/1453356390483824641,Twitter,衆院選の投票と同時に行なわれる「最高裁の裁判官の国民審査」は、クビにしたいと思う裁判官の名前の上にバツを付けるという簡単な投票だ。ちなみに、夫婦別姓を認めないのも1票の格差も「合憲」とした「安倍晋三と同じ思想」の裁判官は「深山卓也」「林道晴」「岡村和美」「長嶺安政」の4人だ。,2021/10/27,政治,4738,2343,2022/9/30,日本,https://infact.press/2021/12/post-14780/,衆議院選挙と同日に行われた最高裁判事の国民審査（第25回国民審査）に際して、影響力の有るツイートが4名の裁判官の名前を挙げて夫婦別姓を認めないことと1票の格差を合憲と判断したとして拡散したが、そのうちの1人は1票の格差を合憲した際には最高裁判事ではなかった。,2021/12/1,不正確,2019年参院選の「1票の格差」についての裁判での判決時には、長嶺安政判事は最高裁判所判事には就任していなかったため。,,,日本
42,,Twitter,岸田ｗｗｗ超有能ｗｗｗ　【速報】岸田内閣、レジ袋有料化廃止決定！！！！,2021/10/6,政治,4323,1460,2022/10/3,日本,"https://www.buzzfeed.com/jp/kotahatachi/kishida-cabinet-fc
","この記事が廃止の根拠としているのは、自民党の桜田義孝衆院議員が新たに就任した山口壮環境相に「レジ袋について相談した」という情報に過ぎない。

環境省の担当部署もBuzzFeed Newsの取材に対し、「廃止を決定したという事実や関連する動きはない」と明確に否定している。",2021/10/7,誤り,"リサイクル推進室の担当者によれば、今のところ大臣が事務方に廃止を指示するなどの動きはないという。
",,,日本
43,https://www.buzzfeed.com/jp/kotahatachi/dappi-1,Twitter,"【菅総理の1年間の実績】
1日100万回の接種実現
3回目接種を見据え2憶回分確保
処理水の海洋放出決定
米国の福島食品の輸入規制撤廃
“従軍慰安婦/強制連行は不適切”と閣議決定
不妊治療の保険適用化
通学路の安全確保対策推進
種苗法改正
土地利用規制法
国民投票法改正

まさに国民のために働いた総理",2021/9/29,政治,13700,4761,2022/10/3,日本,https://www.buzzfeed.com/jp/kotahatachi/dappi-1,立憲民主党の枝野幸男代表と菅義偉首相の答弁動画を大幅に編集し、「哀れな枝野」などと拡散。BuzzFeed Newsもファクトチェックを実施し、「誤り」と判定した。,2021/10/11,誤り,立憲民主党の枝野幸男代表と菅義偉首相の答弁動画を大幅に編集し、「哀れな枝野」などと拡散。BuzzFeed Newsもファクトチェックを実施し、「誤り」と判定した。,,,日本
44,https://www.kyoto-np.co.jp/articles/-/642635,新聞,"自民党総裁選に立候補した高市早苗前総務相が２１日、国会内で京都新聞社など地方紙１１社の合同インタビューに応じた。今後、デジタル化などが進んで電力需要が増大しても安定的に供給できるよう、京都大などが研究を進める小型核融合炉の実用化について「重点的にお金を投資して一刻も早く実現したい」と意欲を示した。

　高市氏は小型核融合炉について、ウランやプルトニウムでなく重水素とトリチウムを使用し放射性廃棄物を出さないことや、電気が止まると自動的に運転が停止すること、コスト面でも高効率の発電設備であることを利点に挙げた。

　日本では京都大が宇治市にベンチャー企業を設立。研究や開発のための資金調達をしたが、高市氏は「５億円ほどしか集まっていないと聞いてがっかりしている」と明かした。イギリスなどでは国立大へ多額の費用を投じて研究・開発を後押ししているとして、日本でも多額の投資が必要だと強調した。

",2021/9/21,政治,,,2022/9/30,日本,https://infact.press/2021/11/post-13835/,自民党の政務調査会長という要職に就いた高市早苗議員。自民党総裁選挙中に、小型核融合炉の実用化を推進するための重点的な資金の投入を提言している。その際に高市氏が小型核融合炉の利点として挙げている点についてファクトチェックした。その結果はミスリードだ。,2021/11/12,ミスリード,利点として挙げられている3点において断定できる根拠が欠落しているため。,,,日本
45,https://www.kyoto-np.co.jp/articles/-/642635,kyoto-np.co.jp,小型核融合の利点には、ウランやプルトニウムでなく重水素とトリチウムを使用し放射性廃棄物を出さない、電気が止まると自動的に運転が停止する、コストの面で高効率の発電設備であるの３つがある,2021/9/21,政治,,,2022/9/30,日本,https://infact.press/category/factcheck/,利点として挙げられている3点に於いて重要な事実が欠落しており誤解を生じさせる内容となっている。,,ミスリード,,,,日本
46,https://twitter.com/tweetsoku1/status/1407179041753468928,Twitter,小泉進次郎「景気が良くなれば不景気から抜け出せます」,2021/7/22,政治,5265,2797,2022/9/30,日本,https://infact.press/2021/07/post-12831/,その発言に内容が乏しいとして、ネット上で「進次郎構文」と揶揄する言葉も生まれている環境大臣の小泉進次郎氏。そんな小泉氏の新たな発言とされる言葉が拡散されているが、これは創作された架空のものである。,2021/7/26,虚偽,発言は実在が確認できず、投稿者が創作であることを認めているため。,,,日本
47,https://twitter.com/yurumazu/status/1412207457535807490,Twitter,欧米はガソリンで動く小型発電機で電気自動車を充電するのが流行っているらしい。どう考えてもガソリンを直接車に入れた方が環境に優しいだろうが。やれやれ。,2021/7/6,経済,16200,6599,2022/9/30,日本,https://infact.press/category/factcheck/,この充電器はオーストラリアで実験的に設置されたもの。ガソリンではなくディーゼル燃料（軽油）で発電し、エネルギー効率も必ずしも悪いとは言えない。,,不正確,科学的根拠,,,日本
48,https://twitter.com/kuma_kanpow/status/1399890582315536384,Twitter,「不妊症になるというのはデマ」とか報道で言ってたけど作った会社が言ってるのね,2021/6/2,政治,937,599,2022/10/3,日本,https://www.buzzfeed.com/jp/badge/factcheckjp,"公式サイト上では、ネット上に広がっている同様の情報を否定しているが、その記述のGoogle翻訳などが切り取られ、SNSで広がっている。文書の後半部分まで読めば、「不妊症を引き起こす」ことについて、ファイザーが明確に否定していることがわかる。

ネットなどで広がる誤情報について、ファイザーが否定するために公式見解を発表したものだ。",2021/6/14,誤り,文書の後半部分まで読めば、「不妊症を引き起こす」ことについて、ファイザーが明確に否定していることがわかる。,,,日本
49,https://twitter.com/renho_sha/status/1398782585883414531,Twitter,インドからの入国制限をしたのは4/28になって。しかも3日だけの待機で、11日間は自宅等での待機要請。しかも、待機者の内1日300人は健康確認や連絡が取れないとの事態。 五輪対策の水際対策、大丈夫ですか。 オリパラ関係者1432人、2週間待機を免除　4・5月 #SmartNews https://asahi.com/articles/ASP5X6K8MP5XUTFL00V.html,2021/5/30,政治,556,215,2022/9/30,日本,https://infact.press/2021/07/post-12858/,"このツイートは、5月30日に立憲民主党の蓮舫議員が自身のツイッターに投稿したものだ。
投稿された内容について、①「インドからの入国制限が始まったのは4月28日であること」、②「インドからの入国者は、3日だけの待機で、11日間は自宅等での待機要請を受けること」、③「待機者の内、１日300人は健康確認や連絡が取れないこと」の3点についてファクトチェックした。",2021/7/7,不正確,4/28に水際対策が強化されたのは事実だが、入国制限は5/27から始まっているため。,,,日本
50,https://twitter.com/mayatokikuni/status/1376816756518494209,Twitter,カリフォルニアでは、梅にかわってから、法律が変わり、１１歳から大人との性的関係をもってよい事になりました。２０３０年迄には、何歳でも大人と性行為をしていいようになる予感がします。２０３０年には親の代わりに、政府が子供全員を集め育てます。そこで起こることは想像できますよね。,2021/5/30,政治,2462,1321,2022/9/30,日本,https://infact.press/2021/04/post-10957/,バイデン大統領の就任後、カリフォルニア州において大人と11歳以上の未成年者との性行為が合法化されたとの情報がツイッター上で拡散した（約1170件のリツイート、約2600件のいいね）。確認したところ、カリフォルニア州では一定の場合に未成年者との性行為が合法となる場合が存在したものの、問題のツイートは誤りだった。,2021/4/7,誤り,カリフォルニア州では、現在でも18歳未満の未成年者との性交は違法である。もっとも、婚姻関係にあれば未成年者との性行為が合法となりうるが、この制度はバイデン大統領就任後に成立したものではなく、対象言説は誤りであるため。,,,日本
51,https://twitter.com/konishihiroyuki/status/1397151750663008261,Twitter,"ワクチンが余った時の対応の指針を今ごろ出すことがおかしい。
このようなものは何ヶ月も前に出しておくべきものだ。

何をやっているのか。

そんなことも分からないのだろうか。https://twitter.com/konotarogomame/status/1397150629739458571",2021/5/25,政治,1295,863,2022/9/30,日本,https://infact.press/2021/06/post-12450/,急な予約キャンセルなどで余ったワクチンの扱いについて議論が進む中、ワクチン担当の河野太郎大臣が公表した通達文書に対して、立憲民主党の小西洋之議員が「ワクチンが余った時の対応の指針を今ごろ出すことがおかしい」とツイートで批判した。しかし、このツイートは不正確だ。,2021/6/13,不正確,余剰ワクチンに関する指針は、一部内容が異なる部分もあるが、3月の時点で存在しているため。,,,日本
52,https://twitter.com/goooodthai/status/1396784353175162884?s=20&t=LqZf2R2NDtGWKJ_LsOBMzg,Twitter,ファイザー社が正式にワクチンが不妊症を引き起こす可能性があることを認めていますよ。,2021/5/24,医療・健康,295,189,2022/9/30,日本,https://www.buzzfeed.com/jp/kotahatachi/vakzin-fc-3,"「ファイザー社、ワクチンが不妊を引き起こすと公式に認めた」は誤り。サイトの切り取りが拡散
新型コロナウイルスのワクチンが不妊や流産などに直接の影響がないということは、臨床試験や10万人を超える妊婦への接種後の追跡調査から明らかになっている。BuzzFeed Newsはファクトチェックを実施した。",2021/6/14,誤り,"    7. Does the Pfizer-BioNTech COVID-19 Vaccine cause infertility?

    It has been suggested that COVID-19 vaccines will cause infertility because of a shared amino acid sequence in the spike protein of SARS-CoV-2 and a placental protein. Although the SARS-CoV-2 spike protein shares an amino acid sequence with a placental protein, the two proteins are immunologically different and distinct.

    In an animal study in which the Pfizer-BioNTech COVID-19 Vaccine was administered prior to and during gestation, no vaccine-related adverse effects on female fertility, fetal development, or postnatal development were reported. If you are pregnant, or planning to become pregnant, discuss your options with your healthcare provider.",,,
53,https://twitter.com/tweetsoku1/status/1373869562018553856,Twitter,【環境相】小泉進次郎氏「生態系の破壊が進んでいる。生物多様性のために社会を再構築する必要がある。人類の数は半分でいい」 https://tweetsoku.com/2021/03/22/%e3%80%90%e7%92%b0%e5%a2%83%e7%9b%b8%e3%80%91%e5%b0%8f%e6%b3%89%e9%80%b2%e6%ac%a1%e9%83%8e%e6%b0%8f%e3%80%8c%e7%94%9f%e6%85%8b%e7%b3%bb%e3%81%ae%e7%a0%b4%e5%a3%8a%e3%81%8c%e9%80%b2%e3%82%93%e3%81%a7/,2021/5/22,政治,2592,2655,2022/9/30,日本,https://infact.press/2021/04/post-11234/,小泉進次郎環境相が「生態系の破壊が進んでいる。生物多様性のために社会を再構築する必要がある。 人類の数は半分でいい」と発言したという情報がツイッターで拡散している。問題の言説は、今年（21年）3月に公開された報告書の内容と2016年の講演会での発言を根拠なく繋げたもので、 実際は二つの主張に因果関係はなく、引用内容も誤っていた。,2021/4/18,誤り,対象言説は今年（21年）3月に公開された生物多様性に関する報告書の内容と、2016年の人口減少についての講演会での主張を根拠なく繋げたもの。 実際は二つの内容に因果関係はなく、講演会での発言内容は改変されている。,,,日本
54,https://twitter.com/ishiitakaaki/status/1390941775867498497?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1390941775867498497%7Ctwgr%5Ef4edc4c467b944b8fb275f36c5f847492509c4a7%7Ctwcon%5Es1_c10&ref_url=https%3A%2F%2Finfact.press%2F2021%2F05%2Fpost-12159%2F,Twitter,"蓮舫がベストマザー賞って笑えたのだが、ググると、この団体の特別顧問が蓮舫だそうです。あまりの幼稚さに、豆腐の角に頭ぶつけて死んでほしい（古い罵り言葉ですが）と思いました。目立てばいいのか。本当にまともな、頑張ってる世の母親たちに失礼だろう
https://best-mother.jp/about/",2021/5/8,暮らし,3384,1579,2022/10/4,日本,https://infact.press/2021/05/post-12159/,ジャーナリストの石井孝明氏が、立憲民主党の参議院議員・蓮舫氏について、「蓮舫がベストマザー賞って笑えたのだが、ググると、この団体の特別顧問が蓮舫だそうです」と投稿。あたかも蓮舫氏が自ら役職を務める団体から賞を与えられたかのような表現だが、実際は蓮舫氏の受賞は過去の出来事で、特別顧問就任はそれよりも後だ。,2021/5/17,ミスリード,"一般社団法人日本マザーズ協会が主催する「ベストマザー賞」は、イベント会場やWeb、SNSなどで行われる一般投票により受賞者を選出。2007年に始まり、第13回（2020年は発表無し）となる今年は政治部門で政治学者の三浦瑠麗氏、スポーツ部門で元バドミントン日本代表の潮田玲子氏など、各分野から計6人が受賞している。しかし、今年の受賞者に蓮舫氏は含まれていない。

石井氏の投稿は本稿執筆現在約1500RT・3500いいねを獲得。その後石井氏は「ベストマザー賞団体の特別顧問の蓮舫さんは、常識あったら辞退するだろう。」と投稿したり、さらに「ああ、失礼、今年じゃないみたいね。蓮舫の受賞は。けどお身内でしょ。」と補足したりしていることから、（少なくとも最初の投稿の時点では）蓮舫氏のベストマザー賞受賞時の特別顧問が蓮舫氏自身だったと理解していたようだ。",https://www.jiji.com/jc/d2?p=reh001-09292867&d=005news,,日本
55,https://twitter.com/etude6635/status/1390673109879902208?s=20&t=h4bOvoXwnkzSmhUgPUrMew,Twitter,マクドナルドやバドワイザーは五輪のスポンサーを降りたんですね。多くのスポンサー企業が　#東京五輪　に一番冷めているらしいです　#週刊現代,2021/5/7,スポーツ,4932,2932,2022/10/4,日本,https://infact.press/2021/06/post-12741/,米大手企業のマクドナルドとバドワイザーが、「五輪のスポンサーを降りた」というツイートが拡散。このツイートからはスポンサー降板が昨今のコロナ禍の影響であるかのように連想されるが、実際に両企業が降板したのは2017年で、成長戦略の見直しがその理由だった。,2021/7/17,不正確,"2021年の夏に開催が予定される東京五輪のスポンサーは、IOC（国際オリンピック委員会）とのパートナープログラムである「ワールドワイドオリンピックパートナー」を最上位として、その下に各国・地域のオリンピック委員会（NOC）のスポンサーや大会組織委員会（OCOG）のスポンサーが位置付けられている。協賛したスポンサーには、五輪のエンブレムや大会会場におけるプロモーションなど、知的財産の使用が承認される。

マクドナルドは、契約期間が2020年の東京五輪までだったワールドワイドオリンピックパートナーとUSOC（アメリカオリンピック委員会）の両スポンサーから、2017年6月に撤退した。

ビール製造のバドワイザーは、1984年のロサンゼルス大会からUSOCのスポンサーを32年間務めたが、2016年のリオデジャネイロ五輪後に契約を満了し、2017年1月に更新の見送りを発表した。",https://www.cnn.co.jp/showbiz/35114960.html,,日本
56,https://twitter.com/yurumazu/status/1387539380928012290,Twitter,トルコの都市部が20日間の全面ロックダウンに入って県をまたぐ移動も禁止されるので、ロックダウン開始前に国民が田舎に逃げています。まるでゾンビ映画です。https://twitter.com/yurumazu/status/1387539380928012290/photo/1,2021/4/29,政治,5380,2066,2022/9/30,日本,https://infact.press/2021/05/post-11927/,「ロックダウン開始前に国民が田舎に逃げています」というコメントとともに、多くの車で混雑する道路の写真が拡散された。トルコでは4月から初の全面的なロックダウンが行われているが、拡散された画像は昨年12月のものであった。,2021/5/10,不正確,画像はロックダウンの時ではなく、2020年12月の外出制限発令時のものであるため。,,,日本
57,https://twitter.com/kotoRichanPPP/status/1377830854630600705?s=20&t=LqZf2R2NDtGWKJ_LsOBMzg,Twitter,"聖火リレーに、愛知県伝統の女人禁制の舟が相応しくないって文句言ってる人は、その聖火リレーの火を作るギリシャの採火式にも文句言いましょうね?。
男子禁制な上に処女限定。めちゃくちゃ差別的ですね?。",2021/4/2,社会,4534,2295,2022/9/30,日本,https://www.buzzfeed.com/jp/harunayamazaki/olympic-flame-lighting,"聖火リレー採火式は「男子禁制」で性差別？SNSで拡散するも不正確 “都市伝説”を検証

ギリシャ・オリンピアで行われる聖火リレーの採火式は「男子禁制」「巫女は処女のみ」で性差別なイベントーーそんな情報が拡散しているが、複数の点から事実と異なる。ネット上の“都市伝説”を検証した。",2021/4/7,不正確,NHKニュース（削除済み）,,,日本
58,https://twitter.com/konishihiroyuki/status/1397151750663008261,Twitter,ワクチンが余った時の対応の指針を今ごろ出すことがおかしい。このようなものは何ヶ月も前に出しておくべきものだ。何をやっているのか。そんなことも分からないのだろうか。,2021/3/25,政治,1295,863,2022/9/30,日本,https://infact.press/category/factcheck/,余剰ワクチンに関する指針は、一部内容が異なる部分もあるが、3月の時点で存在している。,,不正確,3月の時点で存在している,,,日本
59,https://twitter.com/tweetsoku1/status/1374632087119007746?s=20&t=LqZf2R2NDtGWKJ_LsOBMzg,Twitter,【悲報】カナダ、五輪不参加を表明　反日国家,2021/3/24,社会,340,156,2022/9/30,日本,https://www.buzzfeed.com/jp/yutochiba/canada-olympics-2021,"「カナダ、東京五輪へ不参加を表明」はミスリード。「反日国家」などと去年の記事が拡散

カナダのオリンピック委員会は3月24日、今夏の東京五輪は「安全に開催できると確信している」と声明を発表している。",2021/3/26,ミスリード,"BBCが「カナダ、今夏の東京五輪に不参加を表明　IOCは4週以内に結論」という記事を公開したのは、2020年3月23日。

つまり、この情報は東京五輪の延期が決まる前のものであり、最新情報ではない。",,,日本
60,削除済み,Twitter,看護師です。コロナワクチン私以外打ちます。どの会社のものかさえ知らされません。アナフィラキシー発作時の対応薬エピネフリンは全国在庫がなく、代わりにアドレナリンが用意されています。,2021/3/22,医療・健康,2255,1844,2022/10/3,日本,https://www.buzzfeed.com/jp/yutochiba/vaccination-adrenaline,"新型コロナワクチンの一部医療従事者への先行接種が進む中、Twiitterで「アナフィラキシー発作時の対応薬エピネフリンは全国在庫がなく、代わりにアドレナリンが用意されています」という情報が拡散された。

しかし、この情報は誤りだ。

エピネフリンとアドレナリンは呼び名は違うが同一のアドレナリン製剤であり、ワクチン接種の現場では緊急時にはエピネフリンに限らず使用可能なアドレナリン製剤を使うことで準備が進められている。",2021/3/23,誤り,https://www.mhlw.go.jp/content/000746087.pdf,,,日本
61,投稿は削除済み,Twitter,友人のウイグル人が送ってきた写真。親が逮捕された後、ウイグル人の児童も閉じ込められる。そして、書物も捨てられた。モンゴル語の本も同じく捨てられた。ジェノサイドの実態。,2021/3/20,政治,,,2022/9/30,日本,https://infact.press/2021/03/post-10752/,中国政府による新疆ウイグル自治区での人権侵害について国際的な非難が高まるなか、内モンゴル出身の学者として中国問題についての発信も多い大学教授が、「ジェノサイドの実態」として2つの画像をTwitterで紹介している。しかし、これらの画像はどちらもウイグルでの人権侵害を表したものではない。中国政府によるウイグル族への非人道的な迫害行為は深刻な問題で、その存在を裏付ける多くの証拠も集まっているが、事実に基づかない言説の混入には注意が必要だ。,2021/5/26,誤り,この画像の子供たちは閉じ込められているのではなく、自宅でお菓子を食べている。また、書物の画像はウイグルではなく、モロッコのサウジアラビア大使館でのものであるため。,,,日本
62,削除済み,Twitter,[衝撃映像]バイデン、合成だった！　米ABCニュースのインタビューでバイデンの手がマイクを貫通ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,2021/3/17,政治,2859,1259,2022/10/3,日本,https://www.buzzfeed.com/jp/kotahatachi/biden-green,"「バイデン氏の会見は合成」「バーチャル大統領」陰謀論が日米でまた拡散、発端は“目の錯覚“か

「合成」との指摘を集めているのは、記者の囲み取材に応じた様子を伝えている動画の4秒あたり。手前にあるように見えるマイクの風よけカバーに、バイデン氏の手が重なる場面だ。",2021/3/19,誤り,https://thepeninsulaqatar.com/article/17/03/2021/Biden-to-hold-first-news-conference-on-March-25--White-House,,,日本
63,削除済み,Twitter,ジラーチっす,2021/3/15,社会,66000,23000,2022/10/3,日本,https://www.buzzfeed.com/jp/kotahatachi/uber-sushi,"「ウーバー配達員が配達中のいなり寿司を食べて逮捕」と拡散したのはコラ画像

拡散しているのは、持続化給付金を不正受給したとして、詐欺容疑で2月に逮捕された男子大学生のニュース映像がもとになっているコラージュ画像だ。",2021/3/17,虚偽,"持続化給付金を不正受給したとして、詐欺容疑で2月に逮捕された男子大学生のニュース映像がもとになっている。
そもそも、警視庁に墨田署は存在しない。画像の下部を見ると加工したあとが見つかるほか、人物の名前も異なるものに書き換えられている。
また、配達中の「いなり寿司」に関するストーリーも、ネット上の一部で「ミーム」として広がっているものだ。",,,日本
64,https://twitter.com/dailyshincho/status/1369558681554141188,Twitter,{3月11日デイリー新潮の見出し},2021/3/11,政治,29,24,2022/9/30,日本,https://infact.press/category/factcheck/,厚生労働省の発表では、ファイザー社製ワクチンの接種と女性の死亡との因果関係は評価不能とされている。そのため、ワクチン接種がくも膜下出血の原因であるかのような言説は根拠不明だ,,根拠不明,,,,日本
65,投稿見つけられず（削除済み可能性あり）,Twitter,この写真ヤベェな,2021/2/14,政治,,,2022/9/30,日本,https://infact.press/2021/02/post-10338/,"2月13日午後11時過ぎ、東北地方で最大震度6強の強い地震が発生。翌14日午前0時頃、加藤勝信内閣官房長官は緊急の記者会見を開き、被害状況や政府の対応などについて説明した。
上掲の画像は、テロップなどの様子から、FNN系列で放送されたニュース映像の一部のように見える。しかし、実際の映像には加藤官房長官が笑顔になるシーンは見当たらない。",2021/2/28,誤り,加工された画像であるため。,,,日本
66,https://twitter.com/epochtimes_jp/status/1359051433211961348,Twitter,トランプ氏、審理された選挙訴訟の2/3で勝っていた,2021/2/9,政治,2131,7418,2022/9/30,日本,https://infact.press/2021/02/post-10338/,"大紀元の記事を基にした、まとめサイト「トータルニュースワールド」の投稿も約1200RTを獲得している。
記事は大紀元の英語版である「エポックタイムズ」で2月7日に掲載されたものの日本語版。活動家のジョン・ドロズ・ジュニア氏が「2020年の大統領選挙に関連して起こされた81件の訴訟」を調査した結果を取り上げ、「裁判所が訴訟の内容に基づいて審理した22件の訴訟のうち、トランプ氏と共和党は15件で勝訴したという。」「これは、裁判所で完全に審理された訴訟のうち、2/3でトランプ氏が勝ったことを意味する。」などとしている。
ドナルド・トランプ前大統領は、自らが敗北した2020年11月の大統領選挙で大規模な不正が行われたと主張。弁護団や共和党関係者らが多数の訴訟を起こしたものの、そのほとんどで敗訴や訴え取り下げなどとなっており、勝訴したものも不正を認定したり選挙結果に影響を与えたりするような内容ではない（参考1、2）。
ドロズ氏が調査したのは、このような大統領選に直接関係する訴訟ではない。ドロズ氏が公開したデータシートに並ぶのは、トランプ氏が訴訟に関わっていないものや、大統領選より前の訴訟などが含まれ、ほとんどはトランプ氏が主張する選挙不正について審議したものではない。
英語版のエポックタイムズでは、当該記事の見出しは「審理された選挙訴訟の2/3はトランプ氏に有利な判決だった」と譲歩したものに既に変更されている。しかし、現在のところ日本語版の大紀元でこの変更は反映されていない。",2021/2/28,不正確,ドロズ氏が公開したデータシートに並ぶのは、トランプ氏が訴訟に関わっていないものや、大統領選より前の訴訟などが含まれ、ほとんどはトランプ氏が主張する選挙不正について審議したものではないため。,,,日本
67,https://twitter.com/mk00350/status/1358335790435078146,Twitter,"「バイデン大統領、大統領専用機エアフォース・ワンに搭乗」と全世界報道された機体が大統領機じゃない件
本物 長さ70ｍ 機体番号900017
バイデン機 長さ40ｍ 機体番号90017
カラーリングも全く違う
何が目的か不明だが、メディアとグルなのは間違いないところ
https://youtu.be/l1atYPmcmbw",2021/2/7,政治,1590,4815,2022/9/30,日本,https://infact.press/2021/02/post-10267/,"動画の中でくつざわ氏は、アメリカのジョー・バイデン大統領が乗っていた機体「C-32」は副大統領専用機「エアフォースツー」で、大統領専用機「エアフォースワン」は「VC-25」であると主張。同様の主張は政治評論家の加藤清隆氏も投稿している。
大統領機にはVC-25、副大統領機にはC-32が主に使われること、バイデン氏が大統領就任後初めて搭乗した機体が後者だったことはそれぞれ事実である。しかし、空港設備の都合などから場合によってはC-32が大統領機として使用されることもあり（参照）、過去にもトランプ、オバマら歴代の大統領が任期中に搭乗している。「専用機」ではないものの、バイデン氏の乗った機体が大統領機であることに間違いは無い。
なお、大統領専用の特別仕様機である特定の機体を指して使われることが多い「エアフォースワン」という言葉だが、これは俗称で、本来は大統領が空軍機に搭乗する際に用いられるコールサインである（参照）。従ってその意味では、バイデン氏がどんな機体に乗ったとしても（空軍機であれば）それは定義上「エアフォースワン」と呼ばれる。",2021/2/14,誤り,正規の大統領機で過去の大統領も使用していた事実があるから。,,,日本
